0.7490196	0.7843138	0.79607844	0.8	0.8	0.77647066	0.7490196	0.7294118	0.7058823	0.72156864	0.7607843	0.7843138	0.7647059	0.7647059	0.79607844	0.854902	0.882353	0.8941177	0.8980392	0.87058824	0.7490196	0.64705884	0.5882353	0.54901963	0.54509807	0.5372549	0.5372549	0.5411765	0.5411765	0.54509807	0.56078434	0.5764706	0.6156863	0.65882355	0.69411767	0.7176471	0.7254902	0.72156864	0.7058823	0.6901961	0.65882355	0.627451	0.6156863	0.58039224	0.5294118	0.5019608	0.5176471	0.5764706	0.5647059	0.5254902	0.5568628	0.5882353	0.6196079	0.63529414	0.627451	0.62352943	0.63529414	0.6431373	0.64705884	0.6549019	0.6784314	0.7137255	0.73333335	0.75686276	0.76862746	0.77647066	0.76862746	0.76862746	0.7647059	0.75686276	0.7529412	0.745098	0.7254902	0.70980394	0.68235296	0.6627451	0.64705884	0.627451	0.6117647	0.58039224	0.6156863	0.68235296	0.69411767	0.7058823	0.7607843	0.77647066	0.7176471	0.6666666	0.6666666	0.69411767	0.6745098	0.6666666	0.7058823	0.7411765	0.76862746	0.7882353	0.7882353	0.78039217	0.79607844	0.78039217
0.73333335	0.77254903	0.7921569	0.8039216	0.8	0.7843138	0.75686276	0.7294118	0.7176471	0.7529412	0.7921569	0.81568635	0.81568635	0.827451	0.87058824	0.90196085	0.8862745	0.8509804	0.8392157	0.7921569	0.6117647	0.5058824	0.34117648	0.19607845	0.25882354	0.47058827	0.5019608	0.5058824	0.5254902	0.5372549	0.5529412	0.57254905	0.60784316	0.6549019	0.69803923	0.7176471	0.7254902	0.7294118	0.7137255	0.6901961	0.6509804	0.60784316	0.57254905	0.5137255	0.4	0.3333333	0.35686275	0.48235294	0.5137255	0.45882356	0.45490196	0.5019608	0.54901963	0.58431375	0.59607846	0.60784316	0.6117647	0.6156863	0.6156863	0.627451	0.6509804	0.6862745	0.7176471	0.73333335	0.745098	0.7411765	0.73333335	0.72156864	0.7137255	0.7176471	0.7137255	0.70980394	0.7019608	0.68235296	0.6431373	0.6	0.59215695	0.59215695	0.56078434	0.5058824	0.48627454	0.45490196	0.38823533	0.38431373	0.41176474	0.45490196	0.4745098	0.4745098	0.5176471	0.58431375	0.627451	0.63529414	0.6745098	0.70980394	0.73333335	0.7529412	0.76862746	0.7921569	0.79607844	0.77254903
0.70980394	0.75686276	0.7882353	0.8	0.7882353	0.8039216	0.79607844	0.78039217	0.77647066	0.77647066	0.7882353	0.80784315	0.8117647	0.8509804	0.7921569	0.7137255	0.6627451	0.62352943	0.58431375	0.5411765	0.39607844	0.24705882	0.14901961	0.09019608	0.14117648	0.27058825	0.28235295	0.3764706	0.4745098	0.5058824	0.53333336	0.5647059	0.5764706	0.60784316	0.6666666	0.69803923	0.7137255	0.70980394	0.69803923	0.65882355	0.60784316	0.54509807	0.4745098	0.40392157	0.3372549	0.29803923	0.30980396	0.40392157	0.48235294	0.45882356	0.4784314	0.4745098	0.48627454	0.52156866	0.5568628	0.5647059	0.5686275	0.57254905	0.57254905	0.5764706	0.59215695	0.62352943	0.65882355	0.68235296	0.67058825	0.64705884	0.627451	0.6156863	0.6196079	0.6431373	0.6627451	0.6862745	0.6862745	0.6627451	0.627451	0.58039224	0.54509807	0.5372549	0.5294118	0.4784314	0.4666667	0.45098042	0.41960785	0.40784317	0.44705886	0.4745098	0.5294118	0.54901963	0.5176471	0.5137255	0.56078434	0.59215695	0.63137263	0.6509804	0.6627451	0.67058825	0.7058823	0.73333335	0.7254902	0.7019608
0.6745098	0.6784314	0.7058823	0.6862745	0.73333335	0.7529412	0.745098	0.77254903	0.7921569	0.78039217	0.7372549	0.7137255	0.73333335	0.8117647	0.7411765	0.6627451	0.57254905	0.5137255	0.48235294	0.4392157	0.27058825	0.16078432	0.09019608	0.09411765	0.10980392	0.16470589	0.1882353	0.24705882	0.30588236	0.38431373	0.50980395	0.5529412	0.54901963	0.5411765	0.5764706	0.63529414	0.64705884	0.62352943	0.59607846	0.5764706	0.54509807	0.4901961	0.43137258	0.3764706	0.32941177	0.3019608	0.29411766	0.3647059	0.47058827	0.57254905	0.7176471	0.745098	0.69411767	0.6117647	0.5372549	0.5176471	0.50980395	0.50980395	0.50980395	0.50980395	0.5176471	0.5137255	0.52156866	0.52156866	0.48627454	0.44705886	0.44705886	0.4627451	0.48627454	0.5254902	0.54901963	0.5686275	0.57254905	0.6117647	0.6196079	0.59607846	0.5647059	0.53333336	0.5176471	0.49803925	0.5019608	0.5372549	0.58431375	0.63137263	0.6666666	0.7058823	0.7490196	0.7490196	0.627451	0.5254902	0.54509807	0.5686275	0.58431375	0.5882353	0.58039224	0.5647059	0.54509807	0.5411765	0.52156866	0.5137255
0.5254902	0.54509807	0.54901963	0.5137255	0.5254902	0.5411765	0.48627454	0.5529412	0.6509804	0.6627451	0.6509804	0.6156863	0.59607846	0.6431373	0.60784316	0.5529412	0.5411765	0.4745098	0.43137258	0.39607844	0.29803923	0.16862746	0.13725491	0.10980392	0.14509806	0.21176471	0.20784314	0.20392159	0.21176471	0.32156864	0.48235294	0.5411765	0.57254905	0.5764706	0.57254905	0.5568628	0.5372549	0.5254902	0.5411765	0.5294118	0.52156866	0.4901961	0.44313726	0.4	0.3647059	0.34117648	0.34117648	0.36078432	0.48235294	0.7058823	0.80784315	0.827451	0.827451	0.80784315	0.69411767	0.5294118	0.50980395	0.49803925	0.49803925	0.48235294	0.47058827	0.4627451	0.41568628	0.3647059	0.30980396	0.29411766	0.3019608	0.3254902	0.32156864	0.35686275	0.3647059	0.34117648	0.3647059	0.39607844	0.43137258	0.4784314	0.54901963	0.5529412	0.5411765	0.5176471	0.57254905	0.72156864	0.8509804	0.90196085	0.9098039	0.882353	0.8235295	0.7647059	0.627451	0.54901963	0.54901963	0.54901963	0.5568628	0.5686275	0.5411765	0.4901961	0.44313726	0.3921569	0.35294116	0.36078432
0.5019608	0.5411765	0.52156866	0.45882356	0.41568628	0.372549	0.3647059	0.4	0.4784314	0.5019608	0.5294118	0.54509807	0.5019608	0.44705886	0.38431373	0.38039216	0.42352942	0.4	0.29411766	0.20392159	0.14117648	0.1254902	0.13333334	0.10196079	0.10980392	0.15294118	0.18039216	0.21176471	0.21960784	0.27450982	0.3921569	0.48235294	0.47058827	0.47058827	0.44705886	0.43137258	0.45490196	0.4627451	0.45882356	0.45490196	0.427451	0.3647059	0.34509805	0.3333333	0.4	0.47058827	0.4901961	0.5176471	0.5411765	0.72156864	0.7921569	0.8117647	0.80784315	0.8235295	0.75686276	0.58431375	0.5176471	0.49803925	0.4784314	0.45882356	0.45098042	0.41568628	0.32941177	0.2509804	0.22352943	0.21960784	0.2392157	0.2627451	0.26666668	0.30588236	0.29019612	0.27450982	0.28235295	0.30980396	0.3372549	0.3372549	0.3764706	0.44705886	0.49411765	0.53333336	0.6039216	0.77254903	0.8666667	0.890196	0.90196085	0.8745098	0.7607843	0.67058825	0.59215695	0.56078434	0.56078434	0.5647059	0.6196079	0.627451	0.56078434	0.42352942	0.34117648	0.27058825	0.24705882	0.2784314
0.4784314	0.53333336	0.4901961	0.427451	0.427451	0.45490196	0.4627451	0.4627451	0.47058827	0.45882356	0.41568628	0.34509805	0.32156864	0.27450982	0.24705882	0.26666668	0.2784314	0.27058825	0.27058825	0.18431373	0.09019608	0.07450981	0.08627451	0.07058824	0.08627451	0.078431375	0.10980392	0.14509806	0.16470589	0.19215687	0.25490198	0.27450982	0.26666668	0.24705882	0.21568629	0.23137255	0.2509804	0.26666668	0.29803923	0.3137255	0.30588236	0.3019608	0.34509805	0.34509805	0.58039224	0.745098	0.77647066	0.8235295	0.79607844	0.745098	0.64705884	0.54901963	0.54901963	0.6549019	0.6745098	0.5372549	0.45882356	0.41568628	0.39607844	0.40784317	0.40392157	0.3254902	0.2392157	0.19215687	0.18039216	0.19215687	0.22352943	0.23137255	0.21568629	0.25882354	0.29803923	0.34901962	0.35686275	0.31764707	0.25882354	0.25490198	0.3019608	0.29019612	0.36078432	0.45490196	0.5137255	0.6196079	0.69411767	0.7176471	0.69803923	0.5764706	0.4666667	0.44705886	0.4627451	0.5764706	0.6117647	0.627451	0.63921577	0.6039216	0.52156866	0.36862746	0.29019612	0.19607845	0.18039216	0.23529413
0.43137258	0.39607844	0.38823533	0.39607844	0.38039216	0.38431373	0.39607844	0.3647059	0.32941177	0.3019608	0.26666668	0.29411766	0.35294116	0.36078432	0.40784317	0.43137258	0.36862746	0.34509805	0.35294116	0.34117648	0.19607845	0.11764707	0.08235294	0.050980397	0.039215688	0.039215688	0.07450981	0.1254902	0.14509806	0.20784314	0.29411766	0.30980396	0.25490198	0.26666668	0.27058825	0.24705882	0.25490198	0.31764707	0.45882356	0.44705886	0.25490198	0.25490198	0.372549	0.5294118	0.745098	0.81568635	0.84705883	0.8509804	0.77254903	0.6039216	0.36862746	0.25490198	0.1882353	0.21568629	0.36862746	0.29411766	0.29019612	0.2784314	0.26666668	0.29019612	0.28235295	0.21176471	0.17647058	0.16470589	0.16470589	0.1882353	0.21960784	0.24705882	0.28235295	0.39607844	0.5647059	0.6549019	0.65882355	0.627451	0.48627454	0.41176474	0.32156864	0.26666668	0.2509804	0.3137255	0.427451	0.47058827	0.49411765	0.54901963	0.5568628	0.5568628	0.5137255	0.43137258	0.47058827	0.6	0.6549019	0.6784314	0.6117647	0.5529412	0.49411765	0.32941177	0.20784314	0.14509806	0.16470589	0.24313727
0.4627451	0.372549	0.30588236	0.29411766	0.30588236	0.34509805	0.38823533	0.372549	0.32156864	0.29411766	0.32156864	0.4392157	0.5294118	0.5686275	0.67058825	0.65882355	0.54901963	0.4392157	0.36862746	0.35686275	0.372549	0.32941177	0.18039216	0.07058824	0.050980397	0.0627451	0.09411765	0.13333334	0.16470589	0.40784317	0.7137255	0.7529412	0.59607846	0.59607846	0.59215695	0.59215695	0.6627451	0.77254903	0.8	0.67058825	0.27450982	0.26666668	0.3254902	0.49803925	0.6862745	0.7647059	0.76862746	0.7176471	0.42352942	0.29019612	0.2392157	0.20392159	0.14509806	0.13333334	0.22352943	0.21568629	0.2392157	0.2784314	0.27450982	0.26666668	0.20392159	0.16078432	0.13333334	0.13333334	0.15294118	0.2	0.28235295	0.49803925	0.69803923	0.8	0.86274517	0.9176471	0.9333334	0.9176471	0.81960785	0.7254902	0.6509804	0.35686275	0.24705882	0.27058825	0.372549	0.47058827	0.54509807	0.54509807	0.56078434	0.59607846	0.5686275	0.5764706	0.65882355	0.7411765	0.7529412	0.7058823	0.62352943	0.54901963	0.44705886	0.30588236	0.17254902	0.14901961	0.21960784	0.3019608
0.36862746	0.27450982	0.24705882	0.24705882	0.28627452	0.3921569	0.427451	0.41960785	0.42352942	0.44705886	0.53333336	0.6666666	0.7019608	0.7137255	0.79607844	0.8235295	0.8352941	0.81568635	0.7176471	0.6196079	0.6431373	0.5568628	0.2784314	0.105882354	0.09019608	0.121568635	0.1254902	0.14117648	0.20784314	0.427451	0.85882354	0.9529412	0.9529412	0.9568628	0.9529412	0.9568628	0.9568628	0.9372549	0.8784314	0.7137255	0.43529412	0.36078432	0.32941177	0.3254902	0.2784314	0.26666668	0.26666668	0.2784314	0.24313727	0.21960784	0.1882353	0.13333334	0.1254902	0.21568629	0.21960784	0.28627452	0.35294116	0.34901962	0.29019612	0.23529413	0.18039216	0.1254902	0.07450981	0.08627451	0.15294118	0.3372549	0.6117647	0.79607844	0.8784314	0.9098039	0.94117653	0.9607844	0.9725491	0.9607844	0.9294117	0.84705883	0.7843138	0.6745098	0.45882356	0.36862746	0.36862746	0.41960785	0.43137258	0.4666667	0.4901961	0.44313726	0.5568628	0.7647059	0.83137256	0.8666667	0.8784314	0.84705883	0.627451	0.48627454	0.38823533	0.22745098	0.15686275	0.17254902	0.27058825	0.35294116
